TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Cluster,TransactionType,Location,Channel,CustomerOccupation
609.14,39.0,177.0,1.0,9033.87,1,Debit,Tucson,ATM,Engineer
436.64,31.0,111.0,1.0,14365.18,1,Debit,Los Angeles,Branch,Doctor
870.4300000000001,29.0,55.0,1.0,10115.18,1,Debit,Los Angeles,Branch,Doctor
354.4,74.0,128.0,1.0,7358.65,1,Debit,Chicago,ATM,Retired
22.629999999999995,53.0,112.0,1.0,4438.03,1,Debit,Kansas City,Online,Engineer
182.19,26.0,53.0,1.0,1176.1,0,Debit,Mesa,Branch,Student
126.81,26.0,290.0,1.0,5427.98,0,Debit,Philadelphia,Branch,Engineer
288.17,37.0,50.0,1.0,3653.11,0,Debit,Virginia Beach,Online,Engineer
118.76999999999995,55.0,123.0,1.0,2104.82,1,Debit,Atlanta,Branch,Engineer
651.82,21.0,166.0,1.0,1802.77,0,Debit,Indianapolis,ATM,Student
66.65000000000003,37.0,33.0,1.0,3559.96,0,Debit,Detroit,ATM,Engineer
98.53,69.0,166.0,1.0,3564.8,1,Debit,Denver,Branch,Retired
138.94999999999996,71.0,30.0,1.0,6752.92,1,Debit,Washington,Online,Retired
33.889999999999986,26.0,177.0,1.0,1444.75,0,Debit,Nashville,Branch,Student
23.70999999999998,58.0,164.0,1.0,10788.89,1,Debit,Atlanta,Branch,Doctor
1830.0,55.0,238.0,1.0,2235.7,1,Debit,San Antonio,Online,Engineer
26.060000000000002,65.0,283.0,1.0,12893.63,1,Debit,San Diego,ATM,Doctor
17.069999999999993,27.0,44.0,1.0,2798.15,0,Debit,Los Angeles,Branch,Engineer
703.89,46.0,62.0,1.0,3583.67,1,Debit,San Antonio,Online,Engineer
1271.9,47.0,155.0,1.0,2120.8,0,Debit,Houston,ATM,Engineer
26.55000000000001,77.0,228.0,1.0,3085.38,1,Debit,Houston,ATM,Retired
147.4,42.0,259.0,1.0,6797.71,1,Debit,San Jose,Branch,Engineer
202.11,27.0,18.0,1.0,746.4700000000003,0,Debit,Memphis,ATM,Student
308.42,75.0,39.0,1.0,5427.81,1,Debit,Nashville,Branch,Retired
11.180000000000007,53.0,144.0,1.0,7467.3,1,Debit,Miami,ATM,Engineer
294.15,38.0,136.0,1.0,6362.16,1,Debit,Fresno,Online,Engineer
29.579999999999984,54.0,121.0,1.0,8345.26,1,Debit,Colorado Springs,Branch,Engineer
139.45,27.0,31.0,1.0,1305.7600000000002,0,Debit,Boston,Online,Student
432.63,29.0,137.0,1.0,13648.36,1,Debit,Colorado Springs,ATM,Doctor
131.43,43.0,65.0,1.0,1337.5,0,Debit,Charlotte,Online,Doctor
516.72,42.0,128.0,1.0,2015.69,0,Debit,Mesa,ATM,Engineer
121.82,69.0,123.0,3.0,8354.54,2,Debit,Colorado Springs,Online,Doctor
374.5,26.0,178.0,1.0,1671.5100000000002,0,Credit,San Francisco,Branch,Student
166.13,68.0,227.0,1.0,11822.53,1,Debit,Omaha,ATM,Doctor
626.9,23.0,146.0,1.0,587.1099999999997,0,Debit,Chicago,ATM,Student
466.85,56.0,165.0,1.0,5422.53,1,Debit,Austin,Branch,Retired
788.84,58.0,231.0,1.0,1913.73,1,Debit,Phoenix,Online,Retired
873.6500000000001,37.0,59.0,1.0,12139.83,1,Credit,Oklahoma City,Online,Doctor
525.28,69.0,134.0,1.0,4693.6,1,Debit,Colorado Springs,ATM,Retired
110.17000000000002,30.0,137.0,1.0,464.1999999999998,0,Debit,Raleigh,ATM,Engineer
632.69,80.0,76.0,1.0,4363.74,1,Debit,Denver,ATM,Retired
124.35,72.0,90.0,1.0,3319.76,1,Debit,Oklahoma City,ATM,Retired
43.849999999999994,62.0,122.0,1.0,4356.98,1,Debit,Fresno,ATM,Retired
283.81,28.0,29.0,1.0,1519.35,0,Debit,San Diego,Branch,Student
168.53,71.0,112.0,1.0,5962.58,1,Debit,San Francisco,ATM,Retired
218.59,40.0,123.0,1.0,6699.23,1,Credit,Denver,Branch,Engineer
132.84,21.0,143.0,1.0,822.7299999999996,0,Debit,Oklahoma City,ATM,Student
157.37,42.0,289.0,1.0,13964.31,1,Credit,Dallas,Branch,Doctor
144.77,20.0,159.0,1.0,867.3199999999997,0,Debit,Albuquerque,Online,Student
643.22,64.0,93.0,1.0,1035.8599999999997,1,Debit,Atlanta,ATM,Doctor
1392.54,41.0,297.0,1.0,13347.69,1,Debit,El Paso,Branch,Doctor
208.07,32.0,36.0,1.0,8478.9,1,Debit,Oklahoma City,Online,Doctor
94.30000000000001,57.0,57.0,1.0,11088.95,1,Debit,Phoenix,Branch,Doctor
295.5,59.0,36.0,1.0,6280.66,1,Debit,Mesa,ATM,Retired
30.230000000000018,44.0,99.0,1.0,481.1300000000001,0,Debit,Austin,ATM,Doctor
112.05000000000001,26.0,159.0,1.0,1122.8799999999997,0,Credit,Phoenix,ATM,Student
180.24,58.0,144.0,1.0,8431.23,1,Debit,Phoenix,Branch,Engineer
13.70999999999998,38.0,148.0,1.0,8342.79,1,Credit,Denver,Online,Engineer
96.54000000000002,58.0,95.0,1.0,7182.22,1,Debit,New York,Branch,Retired
79.35,67.0,70.0,1.0,1692.15,1,Debit,Los Angeles,Online,Retired
101.04000000000002,27.0,160.0,1.0,1695.5699999999997,0,Debit,San Antonio,ATM,Student
74.42000000000002,49.0,68.0,1.0,6264.21,1,Debit,El Paso,Online,Engineer
39.660000000000025,52.0,169.0,1.0,8497.34,1,Debit,Virginia Beach,Branch,Engineer
99.35999999999999,40.0,46.0,1.0,1272.12,0,Debit,Seattle,ATM,Doctor
123.85,56.0,244.0,1.0,3959.62,1,Debit,Las Vegas,Online,Engineer
426.93,19.0,248.0,1.0,476.1899999999996,0,Debit,Omaha,ATM,Student
133.73,25.0,123.0,1.0,1872.2200000000003,0,Credit,San Jose,Online,Student
222.39,49.0,73.0,1.0,3117.39,1,Debit,Virginia Beach,Online,Engineer
215.94,22.0,140.0,1.0,1841.69,0,Credit,Virginia Beach,Online,Student
6.300000000000011,80.0,283.0,5.0,7697.68,2,Debit,Columbus,Branch,Retired
826.23,29.0,209.0,1.0,7580.59,1,Debit,Colorado Springs,ATM,Doctor
416.37,35.0,67.0,1.0,7936.91,1,Debit,Columbus,Online,Engineer
131.46,67.0,258.0,1.0,6642.33,1,Debit,Charlotte,Branch,Retired
202.86,61.0,149.0,1.0,7642.25,1,Credit,Memphis,Branch,Doctor
268.39,26.0,171.0,1.0,136.73999999999978,0,Debit,Miami,ATM,Student
194.85,23.0,130.0,4.0,319.84000000000015,2,Debit,Jacksonville,Online,Student
137.35,40.0,220.0,1.0,12662.66,1,Credit,Sacramento,Online,Doctor
712.75,44.0,25.0,1.0,8126.06,1,Debit,Philadelphia,Branch,Doctor
353.82,42.0,143.0,1.0,705.75,0,Debit,Milwaukee,ATM,Doctor
507.25,73.0,143.0,1.0,5331.57,1,Debit,Washington,Branch,Retired
212.74,27.0,128.0,1.0,7645.47,1,Debit,Seattle,Branch,Engineer
364.42,51.0,146.0,1.0,8119.73,1,Debit,Colorado Springs,ATM,Engineer
195.12,46.0,144.0,1.0,6101.15,1,Debit,Louisville,ATM,Doctor
230.61,80.0,204.0,1.0,2561.42,1,Debit,Raleigh,Branch,Retired
739.28,58.0,47.0,1.0,11905.64,1,Credit,Tucson,Branch,Doctor
390.35,64.0,61.0,1.0,7095.88,1,Credit,Omaha,ATM,Doctor
242.03,58.0,124.0,1.0,4382.73,1,Debit,Dallas,Online,Engineer
242.39,18.0,271.0,1.0,1328.73,0,Credit,San Antonio,ATM,Student
135.02999999999997,23.0,180.0,1.0,1278.0,0,Debit,San Francisco,ATM,Student
83.5,61.0,91.0,5.0,1749.79,2,Debit,Dallas,Branch,Retired
193.54,80.0,267.0,1.0,2929.51,1,Debit,Oklahoma City,Branch,Retired
617.36,29.0,61.0,1.0,8926.38,1,Debit,Kansas City,Branch,Engineer
775.23,59.0,38.0,1.0,5977.59,1,Credit,Albuquerque,Online,Doctor
266.57,72.0,100.0,1.0,7676.92,1,Debit,El Paso,ATM,Retired
153.4,45.0,144.0,1.0,4657.7,1,Debit,Mesa,ATM,Engineer
946.94,53.0,251.0,1.0,5579.11,1,Debit,Charlotte,Branch,Retired
5.1200000000000045,34.0,90.0,1.0,3293.01,0,Debit,New York,Branch,Engineer
119.11000000000001,57.0,131.0,1.0,7998.25,1,Debit,Detroit,ATM,Engineer
1096.6999999999998,24.0,147.0,1.0,1093.8900000000003,0,Debit,Colorado Springs,Online,Student
119.72,30.0,123.0,1.0,3435.34,0,Debit,Tucson,Branch,Engineer
107.4,58.0,32.0,1.0,344.0699999999997,1,Debit,Virginia Beach,Online,Doctor
115.92000000000002,53.0,57.0,1.0,3897.17,1,Debit,Raleigh,ATM,Retired
438.04,67.0,247.0,1.0,5358.95,1,Debit,Philadelphia,ATM,Retired
677.29,27.0,287.0,1.0,627.79,0,Debit,Houston,Online,Engineer
296.0,35.0,248.0,1.0,7418.82,1,Debit,Las Vegas,Branch,Doctor
299.09,36.0,84.0,1.0,5615.26,1,Credit,Boston,Branch,Engineer
461.52,24.0,44.0,1.0,1995.1800000000003,0,Credit,Denver,Branch,Student
100.51999999999998,50.0,110.0,1.0,453.3900000000003,0,Debit,Las Vegas,ATM,Engineer
85.35,66.0,166.0,1.0,2173.76,1,Debit,Washington,ATM,Retired
79.75999999999999,39.0,170.0,1.0,6452.14,1,Debit,Raleigh,Branch,Engineer
778.49,75.0,107.0,1.0,7713.67,1,Credit,Omaha,Online,Retired
386.38,42.0,135.0,1.0,5528.36,1,Debit,Phoenix,Online,Engineer
165.25,35.0,106.0,1.0,9939.94,1,Debit,Sacramento,Online,Doctor
14.29000000000002,34.0,150.0,1.0,7016.99,1,Debit,Los Angeles,ATM,Engineer
232.79,55.0,145.0,1.0,2661.3,1,Credit,Indianapolis,Branch,Retired
1237.5599999999997,60.0,159.0,1.0,9410.17,1,Credit,Austin,Branch,Engineer
92.29000000000002,54.0,115.0,1.0,2026.3199999999997,1,Debit,Albuquerque,Branch,Engineer
293.97,68.0,153.0,1.0,7371.85,1,Debit,Phoenix,Branch,Retired
136.32,19.0,113.0,1.0,264.8299999999999,0,Debit,Miami,Online,Student
251.06,36.0,34.0,1.0,10001.66,1,Debit,Colorado Springs,Online,Doctor
50.170000000000016,77.0,35.0,1.0,7752.14,1,Credit,Sacramento,ATM,Retired
21.399999999999977,34.0,258.0,1.0,9594.11,1,Debit,Fresno,Branch,Engineer
73.28,21.0,20.999999999999986,1.0,1329.4099999999999,0,Debit,Boston,Branch,Student
70.23000000000002,38.0,260.0,1.0,11624.93,1,Debit,Memphis,ATM,Doctor
689.29,22.0,100.0,1.0,168.84000000000015,0,Debit,El Paso,ATM,Student
745.03,28.0,231.0,1.0,160.5699999999997,0,Debit,Fort Worth,Online,Student
54.610000000000014,58.0,160.0,1.0,7135.64,1,Debit,Milwaukee,ATM,Engineer
54.05000000000001,27.0,146.0,1.0,469.1400000000003,0,Debit,Louisville,Branch,Student
107.47,67.0,144.0,1.0,7517.5,1,Debit,Austin,Online,Retired
611.11,20.0,282.0,4.0,919.8400000000001,2,Debit,Detroit,ATM,Student
219.63,48.0,44.0,1.0,8013.63,1,Debit,Charlotte,ATM,Doctor
188.7,54.0,123.0,1.0,5077.06,1,Debit,New York,Branch,Retired
93.51999999999998,51.0,97.0,1.0,2791.2,1,Debit,Philadelphia,Online,Engineer
275.92,62.0,107.0,1.0,1777.38,1,Credit,Nashville,Branch,Retired
376.79,68.0,265.0,1.0,7749.14,1,Debit,Milwaukee,Branch,Retired
8.980000000000018,66.0,56.0,1.0,4516.76,1,Debit,Detroit,Online,Retired
697.32,68.0,91.0,1.0,2016.02,1,Debit,Atlanta,Online,Retired
17.44999999999999,18.0,88.0,1.0,1959.52,0,Debit,Omaha,ATM,Student
302.16,80.0,138.0,5.0,3876.61,2,Debit,Kansas City,Online,Retired
442.74,23.0,136.0,1.0,1790.27,0,Debit,San Diego,Branch,Student
623.9,27.0,249.0,1.0,711.4700000000003,0,Debit,San Jose,ATM,Student
445.41,35.0,235.0,3.0,12154.66,2,Debit,Fresno,ATM,Doctor
63.41,26.0,36.0,1.0,1546.2200000000003,0,Debit,Fort Worth,ATM,Student
346.85,44.0,88.0,1.0,7208.15,1,Debit,Kansas City,ATM,Doctor
71.94999999999999,59.0,53.0,1.0,9267.32,1,Credit,Omaha,Online,Engineer
7.5,63.0,36.0,1.0,6485.78,1,Debit,Dallas,Online,Retired
206.46,65.0,279.0,1.0,3984.38,1,Debit,Virginia Beach,ATM,Retired
423.11,60.0,47.0,1.0,412.77999999999975,1,Debit,Columbus,ATM,Engineer
35.839999999999975,54.0,172.0,1.0,4795.65,1,Credit,Colorado Springs,Online,Retired
88.6,28.0,105.0,1.0,246.5699999999997,0,Credit,Raleigh,Branch,Student
1431.3,18.0,168.0,1.0,1058.1300000000006,0,Debit,Oklahoma City,ATM,Student
53.81,55.0,37.0,2.0,2564.62,1,Credit,Raleigh,ATM,Engineer
22.45999999999998,54.0,78.0,1.0,6631.5,1,Debit,New York,Online,Retired
334.89,21.0,260.0,1.0,1661.6800000000003,0,Debit,Fort Worth,Online,Student
319.27,54.0,59.0,1.0,5504.01,1,Credit,Omaha,Online,Retired
144.3,18.0,88.0,1.0,312.1899999999996,0,Debit,Oklahoma City,ATM,Student
348.7,69.0,149.0,1.0,2445.58,1,Credit,Fresno,Branch,Retired
366.21,62.0,181.0,1.0,10862.99,1,Debit,Oklahoma City,ATM,Doctor
99.11000000000001,55.0,12.0,1.0,5414.87,1,Debit,Philadelphia,Online,Retired
539.35,55.0,127.0,1.0,3919.44,1,Debit,Milwaukee,ATM,Retired
188.99,58.0,92.0,1.0,7315.34,1,Debit,Oklahoma City,Branch,Engineer
1416.69,46.0,58.0,1.0,3740.73,1,Debit,Nashville,ATM,Engineer
710.14,26.0,227.0,1.0,465.6300000000001,0,Debit,El Paso,ATM,Student
308.68,53.0,170.0,1.0,9992.36,1,Debit,Milwaukee,Online,Doctor
166.68,57.0,139.0,1.0,5141.19,1,Debit,Mesa,ATM,Retired
0.9900000000000091,45.0,133.0,1.0,4317.85,1,Debit,Los Angeles,ATM,Engineer
505.19,30.0,128.0,5.0,5326.68,2,Debit,Kansas City,ATM,Doctor
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,0,Debit,Raleigh,Branch,Student
223.43,77.0,178.0,1.0,7932.41,1,Debit,Dallas,Branch,Retired
659.95,60.0,114.0,1.0,3927.69,1,Debit,Detroit,Online,Engineer
634.86,27.0,45.0,1.0,588.5,0,Debit,Chicago,ATM,Student
286.5,30.0,60.0,1.0,8517.95,1,Credit,Boston,Branch,Engineer
322.96,76.0,168.0,1.0,2401.59,1,Credit,Philadelphia,Branch,Retired
654.48,19.0,114.0,1.0,6776.41,0,Debit,Columbus,Branch,Student
157.97,48.0,140.0,1.0,5529.92,1,Debit,Philadelphia,Branch,Doctor
120.9,40.0,52.0,1.0,9009.42,1,Debit,Tucson,Branch,Doctor
254.77,57.0,57.0,1.0,5994.87,1,Debit,Denver,Branch,Engineer
795.96,65.0,119.0,1.0,5468.58,1,Debit,Raleigh,Online,Retired
149.25,39.0,142.0,1.0,5677.52,1,Debit,Omaha,ATM,Engineer
3.420000000000016,43.0,158.0,1.0,14180.21,1,Credit,San Antonio,Online,Doctor
68.19,40.0,189.0,1.0,9895.1,1,Credit,Fresno,Online,Doctor
493.42,39.0,111.0,1.0,2232.84,0,Debit,Baltimore,Branch,Engineer
37.56999999999999,57.0,42.0,1.0,7739.54,1,Debit,El Paso,ATM,Retired
127.0,19.0,68.0,5.0,431.15999999999985,2,Credit,Nashville,Branch,Student
96.88999999999999,59.0,53.0,1.0,6044.93,1,Debit,Sacramento,ATM,Retired
448.33,25.0,161.0,1.0,922.1900000000005,0,Debit,Atlanta,ATM,Student
1116.48,51.0,55.0,1.0,447.52999999999975,0,Debit,San Diego,ATM,Engineer
8.649999999999977,48.0,273.0,1.0,10778.35,1,Debit,Las Vegas,Online,Doctor
65.57,41.0,82.0,1.0,7513.79,1,Debit,Miami,Online,Engineer
539.81,46.0,177.0,1.0,2051.25,0,Debit,San Francisco,Online,Engineer
363.53,63.0,142.0,1.0,1038.9099999999994,1,Debit,Kansas City,ATM,Retired
64.9,51.0,72.0,1.0,6854.61,1,Credit,Detroit,Branch,Retired
358.18,18.0,157.0,1.0,619.8599999999997,0,Debit,Boston,ATM,Student
167.2,30.0,84.0,1.0,11320.83,1,Debit,San Antonio,Branch,Doctor
121.91,60.0,133.0,1.0,14510.8,1,Debit,Chicago,Branch,Doctor
137.57,54.0,70.0,1.0,5103.67,1,Debit,Louisville,Online,Engineer
534.62,55.0,45.0,1.0,13793.53,1,Debit,Oklahoma City,Online,Doctor
463.9200000000001,50.0,199.0,1.0,2403.39,1,Debit,Mesa,Online,Engineer
320.14,60.0,96.0,1.0,3075.97,1,Debit,Milwaukee,Online,Retired
214.93,28.0,52.0,1.0,7835.4,0,Debit,Albuquerque,Online,Student
660.02,20.0,84.0,1.0,414.4300000000003,0,Debit,Nashville,Branch,Student
345.81,40.0,135.0,1.0,6116.8,1,Debit,Raleigh,Branch,Engineer
143.54,71.0,80.0,1.0,6067.62,1,Debit,Philadelphia,ATM,Retired
42.55000000000004,53.0,29.0,1.0,7341.43,1,Debit,Seattle,Branch,Engineer
1063.2499999999998,21.0,128.0,1.0,1240.71,0,Credit,Omaha,Online,Student
541.79,22.0,125.0,1.0,1454.08,0,Debit,Mesa,ATM,Student
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,0,Debit,Columbus,Branch,Student
120.24000000000001,18.0,131.0,2.0,1943.13,0,Debit,Milwaukee,Branch,Student
498.67,28.0,244.0,1.0,1719.9700000000003,0,Debit,Miami,Online,Student
227.22,53.0,220.0,1.0,832.8199999999997,1,Debit,El Paso,ATM,Doctor
1182.86,30.0,34.0,1.0,7696.16,1,Debit,Tucson,Online,Engineer
56.94,76.0,74.0,1.0,7004.63,1,Credit,Charlotte,Online,Retired
629.8199999999999,68.0,159.0,1.0,6385.69,1,Debit,Colorado Springs,ATM,Retired
59.44,35.0,176.0,1.0,5472.03,1,Debit,Chicago,Online,Engineer
186.69,30.0,54.0,1.0,8602.22,1,Debit,New York,Branch,Engineer
230.46,19.0,179.0,1.0,162.52999999999975,0,Debit,Mesa,Online,Student
65.09,44.0,159.0,1.0,9370.9,1,Credit,Seattle,Online,Engineer
457.09,55.0,63.0,1.0,8570.82,1,Credit,Nashville,Online,Engineer
552.02,44.0,100.0,1.0,522.0799999999999,0,Credit,Chicago,ATM,Engineer
377.12,34.0,61.0,1.0,836.6700000000001,0,Debit,Houston,ATM,Engineer
204.56,18.0,179.0,1.0,364.72000000000025,0,Credit,San Diego,Branch,Student
420.28,35.0,144.0,1.0,8557.32,1,Debit,Washington,Branch,Doctor
97.09,24.0,202.0,4.0,1579.5699999999997,2,Debit,Fort Worth,ATM,Student
124.59,27.0,171.0,1.0,129.28999999999996,0,Debit,Charlotte,Branch,Student
73.88,39.0,34.0,1.0,6474.41,1,Debit,Charlotte,Online,Doctor
77.43,21.0,169.0,1.0,1380.21,0,Debit,Raleigh,Online,Student
106.15999999999997,56.0,277.0,4.0,7487.79,2,Debit,Phoenix,ATM,Doctor
245.93,54.0,172.0,1.0,7986.63,1,Debit,Fresno,Branch,Engineer
622.41,64.0,125.0,1.0,7322.01,1,Debit,Indianapolis,ATM,Doctor
43.72999999999999,34.0,145.0,1.0,9929.43,1,Debit,Omaha,ATM,Doctor
1282.86,19.0,68.0,1.0,1830.98,0,Debit,Austin,Branch,Student
2.0299999999999727,33.0,28.0,1.0,3012.31,0,Credit,Detroit,ATM,Engineer
770.65,31.0,137.0,1.0,7198.8,1,Debit,Jacksonville,Online,Doctor
260.31,63.0,113.0,1.0,10980.38,1,Debit,Austin,Branch,Doctor
356.1,26.0,187.0,1.0,868.3500000000004,0,Credit,Fort Worth,Branch,Student
27.069999999999993,80.0,39.0,1.0,3773.29,1,Credit,Virginia Beach,Branch,Retired
119.88999999999999,67.0,60.0,1.0,6697.77,1,Debit,Tucson,ATM,Doctor
106.38999999999999,37.0,281.0,1.0,9410.99,1,Debit,Virginia Beach,Online,Doctor
12.04000000000002,37.0,58.0,1.0,6213.32,1,Debit,Fort Worth,Online,Engineer
365.7,21.0,115.0,2.0,368.77999999999975,0,Debit,Houston,Branch,Student
29.379999999999995,28.0,63.0,1.0,1663.31,0,Credit,Baltimore,Branch,Student
319.85,60.0,148.0,1.0,711.6599999999999,1,Debit,Denver,ATM,Doctor
350.14,75.0,38.0,1.0,2403.25,1,Credit,Los Angeles,Online,Retired
163.94,52.0,73.0,1.0,5957.37,1,Credit,Virginia Beach,Branch,Retired
170.53,24.0,58.0,1.0,801.0100000000002,0,Debit,Oklahoma City,Branch,Student
262.22,40.0,136.0,1.0,5711.71,1,Credit,Baltimore,ATM,Engineer
41.49000000000001,24.0,13.000000000000014,1.0,928.3299999999999,0,Debit,Albuquerque,Online,Student
121.43,52.0,243.0,1.0,7365.28,1,Credit,Sacramento,Branch,Engineer
350.46,51.0,165.0,1.0,5839.38,1,Debit,Nashville,Branch,Retired
220.40999999999997,26.0,155.0,1.0,5116.98,0,Credit,El Paso,Online,Engineer
33.45999999999998,72.0,111.0,1.0,3641.07,1,Debit,Seattle,ATM,Retired
104.79000000000002,70.0,223.0,1.0,1352.19,1,Debit,Denver,ATM,Doctor
246.27,29.0,141.0,1.0,7299.86,1,Debit,Fresno,Online,Doctor
48.849999999999994,19.0,176.0,1.0,1503.56,0,Debit,Dallas,ATM,Student
332.0,69.0,17.0,1.0,5943.13,1,Debit,Charlotte,ATM,Retired
118.1,54.0,167.0,1.0,895.6599999999999,1,Debit,Memphis,Online,Engineer
84.59,67.0,10.0,1.0,5669.1,1,Credit,Las Vegas,Branch,Doctor
295.64,21.0,82.0,1.0,1061.96,0,Debit,Jacksonville,Online,Student
514.33,25.0,160.0,1.0,1592.94,0,Debit,Philadelphia,Branch,Student
992.1700000000001,43.0,169.0,1.0,6215.96,1,Debit,San Antonio,ATM,Doctor
94.58999999999997,39.0,34.0,1.0,6171.89,1,Debit,Washington,Online,Doctor
80.43,59.0,157.0,1.0,5987.67,1,Debit,Columbus,Branch,Retired
54.25,68.0,37.0,1.0,14783.33,1,Debit,Virginia Beach,Online,Doctor
178.88,76.0,93.0,4.0,4708.29,2,Credit,Dallas,Branch,Retired
518.85,22.0,82.0,1.0,1806.0,0,Debit,Kansas City,Online,Student
10.649999999999977,54.0,161.0,1.0,13240.719999999998,1,Debit,Louisville,Online,Doctor
198.62,27.0,84.0,1.0,1196.0699999999997,0,Credit,Tucson,Branch,Student
107.03,27.0,73.0,1.0,1408.0699999999997,0,Debit,Miami,Branch,Student
139.57,19.0,263.0,3.0,271.77999999999975,2,Debit,Fort Worth,ATM,Student
312.47,49.0,148.0,4.0,9419.27,2,Debit,Milwaukee,ATM,Engineer
346.11,41.0,213.0,1.0,9551.64,1,Debit,Dallas,Branch,Engineer
138.06,44.0,159.0,1.0,1070.4700000000007,0,Debit,Charlotte,Branch,Engineer
158.02,49.0,120.0,1.0,9374.24,1,Debit,New York,ATM,Engineer
830.01,66.0,96.0,1.0,4253.18,1,Credit,Chicago,Online,Retired
435.5,55.0,112.0,1.0,6981.03,1,Debit,Oklahoma City,ATM,Retired
110.49000000000001,57.0,47.999999999999986,1.0,10483.93,1,Debit,Raleigh,Online,Doctor
329.4,34.0,68.0,1.0,9588.07,1,Debit,Denver,Online,Doctor
635.4,47.0,106.0,1.0,1238.1099999999997,0,Debit,Denver,ATM,Doctor
769.97,22.0,23.0,1.0,1244.9300000000003,0,Debit,San Diego,Branch,Student
175.07,26.0,169.0,1.0,1040.25,0,Debit,Colorado Springs,Branch,Student
7.310000000000002,78.0,282.0,1.0,5757.67,1,Debit,Las Vegas,Branch,Retired
175.14999999999998,27.0,32.0,1.0,1712.65,0,Debit,Detroit,ATM,Student
32.54000000000002,25.0,183.0,4.0,1544.88,2,Debit,Oklahoma City,Online,Student
121.82,60.0,119.0,1.0,13293.829999999998,1,Debit,Dallas,Online,Doctor
56.119999999999976,30.0,102.0,1.0,8839.67,1,Debit,El Paso,ATM,Doctor
424.7,56.0,178.0,1.0,6239.89,1,Credit,Miami,Online,Retired
35.160000000000025,32.0,130.0,1.0,8459.18,1,Debit,Chicago,Branch,Engineer
35.73000000000002,65.0,87.0,1.0,9073.17,1,Debit,Miami,Branch,Doctor
3.4399999999999977,78.0,108.0,1.0,7561.33,1,Debit,Fort Worth,ATM,Retired
1342.25,21.0,235.0,1.0,694.0299999999997,0,Credit,Fort Worth,Branch,Student
139.03,50.0,81.0,1.0,2276.57,1,Credit,Los Angeles,Online,Engineer
254.92,28.0,169.0,1.0,2791.12,0,Credit,San Antonio,ATM,Engineer
115.11000000000001,28.0,139.0,1.0,9808.97,1,Debit,Albuquerque,Online,Engineer
171.11,57.0,171.0,1.0,6324.09,1,Debit,San Francisco,ATM,Retired
168.54,70.0,142.0,2.0,13406.0,1,Debit,Oklahoma City,ATM,Doctor
420.76,51.0,76.0,1.0,6581.55,1,Debit,Miami,Branch,Retired
408.46,64.0,28.0,1.0,3140.79,1,Debit,Raleigh,Branch,Retired
1162.42,30.0,45.0,1.0,10357.26,1,Credit,Detroit,Online,Doctor
342.17,21.0,247.0,1.0,461.8299999999999,0,Credit,New York,Branch,Student
580.71,53.0,95.0,1.0,5670.0,1,Debit,Philadelphia,ATM,Engineer
821.54,79.0,36.0,1.0,4040.32,1,Credit,Atlanta,Branch,Retired
253.47,20.0,238.0,1.0,220.51000000000022,0,Debit,Atlanta,Branch,Student
22.810000000000002,62.0,75.0,1.0,3634.76,1,Debit,New York,Online,Retired
266.57,39.0,96.0,1.0,7180.48,1,Credit,Boston,Online,Engineer
374.61,75.0,37.0,1.0,1389.71,1,Credit,Mesa,Online,Retired
339.35,78.0,70.0,1.0,5002.7,1,Credit,Boston,ATM,Retired
810.3600000000001,20.0,67.0,1.0,9239.12,0,Debit,Columbus,ATM,Student
9.829999999999984,24.0,86.0,1.0,666.4200000000001,0,Debit,Memphis,ATM,Student
135.57,51.0,116.0,1.0,11351.64,1,Credit,Boston,Branch,Doctor
340.05,43.0,37.0,1.0,7234.15,1,Debit,Detroit,ATM,Engineer
283.45,27.0,127.0,1.0,2049.51,0,Debit,Colorado Springs,Branch,Engineer
100.99000000000001,68.0,114.0,1.0,8865.27,1,Debit,New York,ATM,Doctor
90.88,18.0,176.0,1.0,3908.47,0,Debit,Albuquerque,Branch,Student
655.15,26.0,264.0,1.0,5587.44,0,Debit,Seattle,ATM,Engineer
320.55,50.0,118.0,1.0,438.75,0,Debit,Milwaukee,Online,Engineer
41.50999999999999,28.0,47.999999999999986,1.0,609.6000000000004,0,Debit,Phoenix,Online,Student
71.52999999999997,68.0,39.0,1.0,2393.73,1,Credit,Jacksonville,Branch,Retired
467.13,54.0,45.0,1.0,3914.84,1,Credit,Kansas City,Branch,Retired
235.4,28.0,70.0,1.0,818.3599999999997,0,Debit,Detroit,Branch,Student
159.32,18.0,100.0,1.0,304.4399999999996,0,Debit,Seattle,Branch,Student
50.829999999999984,30.0,47.999999999999986,1.0,9553.42,1,Credit,Philadelphia,Online,Doctor
56.889999999999986,59.0,56.0,1.0,3034.67,1,Credit,Houston,Branch,Engineer
20.21999999999997,43.0,138.0,1.0,5515.32,1,Debit,Jacksonville,ATM,Engineer
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,0,Debit,San Antonio,Branch,Doctor
73.88,53.0,131.0,1.0,4055.55,1,Debit,Los Angeles,Branch,Retired
119.60999999999999,33.0,53.0,1.0,9899.94,1,Debit,San Diego,ATM,Doctor
